id,texte,sentiment
3380,looks like another sober weekend ahead...,0
3381,Sooo.....I`m kind of sick n tired of the bs that guys dish out  !!!!!!!!,0
3382,"Just for reference, I don`t own that dress either. Sounds like LH was a good Fopp buy then",1
3383,bahhhh.. cold weather is making my teeth hurt.,0
3384,is watching 'Sicko' and is utterly digusted with this country...,0
3385,Ugh..  this sucks.,0
3386,"I feel funny. Hmmp, better be an amazing **** day. why not?  I LOVE HOW I KNOW SAMMY ROVIN GOT A TEXT ABOUT THIS TWEET <3333",1
3387,"- no,  is buttfuck stupid. I`m just silly and forgetful",0
3388,"i`m sorry! lol i have never had, like, actual time to spend there unfortunately. everything`s always been INSANE when i go",0
3389,I can`t think of a way to express in 140 chars how disspointed I am with the advertising on Lifehacker`s Why I Didn`t Buy A Mac article.,0
3390,"haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away..",1
3391,ooo enjoy  and thanks for looking out for ours,1
3392,"Holy ****...Sharapova is taking a beating from an unseeded qualifier...ok, o back to doubles!",0
3393,oh my... now im offended.  ha,0
3394,did you finish twilight? i did! and i wish it wasnt over,1
3395,hmmmmÃ¯Â¿Â½being home isn`t *all* great  http://u.nu/8m68,1
3396,wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THE LILY,1
3397,_ebru thank you for the link...very cool...see you on monday!!!,1
3398,In the bus... Almost an hour late because of my crappy alarm clock  should be in Leeuwarden at about 9:45,0
3399,Digiqom welcomed new team members in the company today,1
3400,_O haha .. i`m from philippines!  i just want to follow you!,1
3401,that`s meAn,0
3402,"congratulations, I hope you have an amazing day",1
3403,Wishes she had a pool,1
3404,Good Morning All!   Hope everyone is doing well on this Monday!   Thanks for all the #followfriday recos!   I am blessed!,1
3405,"is anxiously awaiting Rockets-Lakers game ... Yes, I finally got Tix for Games 3 & 4 .... Yeahhhhh",1
3406,TINK! (whatever the **** it means!!) from your JKUK girls! Show us some love! ;)  ****,1
3407,_Girl well something thaz quick please,1
3408,hale yeahhh that`s the coolest part about it ;) hahaha. And I can match grieco!,1
3409,HAPPY MOTHERS DAY MOM!,1
3410,I have been married 1 year to the most wonderful man,1
3411,http://twitpic.com/67k9w - - My besties. If only  was there.,1
3412,Omg ! BGT making me cry  . That wee girl  it`s soo sad.,0
3413,"Just got finished watching marley and me, and I cried like a **** baby...I`m missing my beast like crazy!",0
3414,Today was sooo boring in school. I was sleeping all the time,0
3415,"Will this rain ever go away, my puppy is getting cabin fever and she doesn`t like going out in the rain",0
3416,Chilling with some tv quite bored at the moment,0
3417,Happy Mother`s Dayyyy. Love you mummyyyyyyyy,1
3418,"so glad, I hope yall make it back down near New Orleans",1
3419,that breaks my heart,0
3420,I hate watchn things that make me sad n wana cry,0
3421,Who builds a hotel without air-con? Bloody boiling in here...,0
3422,"wanna b marie antoinette, cos she had perfect hairdo, fab clothes, n tons of macarons.  Crappy day",0
3423,love to but  already got plan  going to queen mary !,1
3424,Oh no! My kindergarten teacher died  Mrs. Collinson always remembered every student she ever had. Loved that lady.,1
3425,!!! It`s fantastic!,1
3426,well going to sleep peoples!! night all twitterers!! loves ya!  *Welcome Home*,1
3427,hi  thanks for the follow  good luck with your friend? ha,1
3428,Taco Bell With The Tramp!Yesssssir,1
3429,/ happy mommy`s day,1
3430,New York from 1500ft looks rather good. Last night in the Big Apple.,1
3431,I absolutely LOVE you.  Thanks,1
3432,boo! I must`ve deleted it from my phone!  can`t find it in my emails either!,0
3433,I miss you...  come over and say bye before I leave!!,0
3434,"Have lots 2do as usual! laundry, thanking God, cleaning house, praising God, cutting the hedge and thanking and praising God some more!",1
3435,"Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  http://tr.im/kpc1",0
3436,"nice song, where did it come from ?",1
3437,why must the weather b so nice and then so bad all in 1 minute,1
3438,wish i was but im in chicago,0
3439,Joan is such a legend! I can`t wait for apprentice finale!!! im so addicted i think i need a rehab!! LOL tweet later..  xoxo,1
3440,"yeah i know hun, spammers seem to move fast though, already had two in first few minutes of posting.  Block `em",0
3441,I wish pitchfork would shutup about #primavera.  Makes me miss spain,0
3442,": Aww, that sux!  _x3: Eeek for Airline charges!!! (****)",0
3443,kenny u alive!!!...I`m here getting da hair done..to bad I`m not chillin w/ u todat  kinda sad,0
3444,"Just been out to try to catch a swarm, gone into a roof gable end   Set up a bait hive an hoping for the best at the moment",1
3445,lol exams i didn`t go to mcast or other school i finished form 5 and that`s it soo disappointed in myself,0
3446,Dead gerbil,0
3447,Happy STAR WARS Day - May the fourth be with you!,1
3448,oh how i love texting my drunk friends  hahahaha,1
3449,I thought it was a simple one  I found it hilarious.,1
3450,just woke up and feeling real good cause of krispy kreme. I WANT ME SOME DOUGHNUTS,1
3451,Gardening stuff I ordered got returned to sender because it was damage  need to work out how to get to a garden centre.,0
3452,lohang: is listening to music. really happy about !librefm #audacious combination  here`s my profile http://is.. http://tinyurl.com/r5o3zj,1
3453,Good choice,1
3454,**** girl I`m so down but ya gotta let me know so I can get my kit together & I got a flyer  Any next weekend? I'M DOWN!,0
3455,Can`t wait to see it tonite!! should be hilarious,1
3456,Chillin Waitin For My Hunny Baby To Get Out Of Work!!!!!  To Get My Drink On While Finishin Da Song I Have,1
3457,Am i the only one experiencing problems logging into digital point forums ???,0
3458,"_d I can`t view anything, Gerald. Not only am I banned, I can`t even read the **** place.",0
3459,"Fml! Ughhhhhhhhh, im not going anwhere today just sit in the bedroom I share with my mother and cry!",0
3460,why is it so hard to find good house events in the Sacramento area?,0
3461,I am watchinggg the new video of  Its sooo good  Addicted!,1
3462,@_Flik_ Good one.   Might think about it for this year`s NaNoWriMo competition.,1
3463,I get to go to coffee now  It`s no fun. I hate it too!,0
3464,Congrats on the tax refund.  Those are always nice.,1
3465,No worries,1
3466,"gonna get off to try and catch some Z`s, no more high school after tomorrow! which really sucks  i wish i didn`t have to grow up!",0
3467,14 dayssss ahhhh super excited   `they`re telling me that my heart wont beat again`   JLS were awesome yesterday (:,1
3468,"ssshhh everybody, I think  is asleep... don`t disturb him.",0
3469,thx 4 following  r y a band? What kind of genre that y play? Nice to meet all of y,1
3470,I did not twitt yesterday cause it was a very busy day but I`ll be back tomorrow  BTW I can not sleep  I`m like in zombie mode @_@,0
3471,"just got to kansas city and excited for a fun weekend with my family, my sis, parker and josh",1
3472,"aw thank you sam phil, i love you",1
3473,shud realy go 2 bed  proper tired bt cnt b boverd...x,0
3474,I was just asked by a suit where i was heading to. I didn`t think i looked that much like a ****,0
3475,unless absolutely gorgeous I`d rather men stayed covered up! Have seen sights today to put you off your food.......  #ukpubs,1
3476,i`m soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! >.< help me!,0
3477,Obama is the ish!!!!  he is funny!,1
3478,I`m sooo lost without my car  This is truly depressing. Pregnant people should NEVER be this stressed out!,0
3479,I hope your mom is ok?,1
3480,oh lucky u!! i need to send mines away to get fixed,1
3481,everyone vote for  for the mtv movie awards coz my comp is mashed up and wont let me vote!  i will somehow!!!!!!,0
3482,Just finished filming for the day  another fun day on the set! Hahaha!,1
3483,'coomee to ja-maiii-cah an feel alllll right!!' hahaha,1
3484,I don`t feel good.  .My throat hurts!!!!,0
3485,I dont associate with fake asses!,0
3486,_the_bear  I love  the names!,1
3487,HAD SO MUCH FUN TODAY !  i love alyssa arellano and mika reyes ! :*,1
3488,what a beautiful morning ; it`s time to get up and enjoy the sun,1
3489,"SMH!!!! Im sick with this bug that`s going around..Almost everyone I know is sick, including me...",0
3490,"this is really helpful,  you swear a lot, i just realized. haha.",1
3491,I hope you like your new sat nav,1
3492,you are the sweetest.  love you cuz!,1
3493,"nooo, poor cat  he just wants a cuddle... or food, its hard to tell",0
3494,has found that old familiar feeling again.,1
3495,"Thanks dear, I know this, but I appreciate the validation as always",1
3496,"srsly, nobody evr reply`s 2 me.",0
3497,(votes) sadly no.. but did you vote for my log yet?  I`m gonna vote for yours,0
3498,"oh wait, i messed up my own messed up lyrics, that should be 'don`t concretize it'",0
3499,Hmm maybe I this time I really did over react and do the worst,0
3500,"nooo... as a font connoisseur i can totally relate dude, my heart goes out to you",0
3501,I`m off for tonight good night everyone,1
3502,"as a kid, i remember searching with the local video store owner in a godown , got a video tape with fungus badluck",0
3503,"aah, i`m tired. haven`t chilled a minute today!",0
3504,I feel bad for John and Kate. And the 8.,0
3505,UGH! I have GOT TO STOP biting my nails  grrrrr,0
3506,Went to a Muslim marriage for the first time in my life. Came back with my stomach full of tasty briyani. Really like it very much.,1
3507,"haha hi mum! wow yes, very modern of you. now you just need to get a facebook account! p.s. talk to me by writing",1
3508,"yeah, that doesn`t sound very good",0
3509,hot weather for the lose. And I have to clean too!  Cleaning in the heat sucks balls.,0
3510,"ROFL  Even if I kept insurance and payments under $300, Im still like.. meh. Good thing I applied for a day job pasy $2888mo",1
3511,My sister graduated today  it was amazing and super emotional. Wow ...,1
3512,"don`t worry though,he will be fine",1
3513,*dancing pirouette ballerina HUGS*  Morning my Awesome brudder!,1
3514,"Thank You, Sweetie. I just don` understand how people can be mad at me for something THEY made as a choice in life..",1
3515,"Good luck with your breakfast search. But here in the US, I have to go to bed. lol. Goodnight David.",1
3516,"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations",1
3517,Can`t sleep!!! People keep textin me!!!,0
3518,"New Star Trek movie = Awesomeness. Unnecessary brief underwear scene (pun intended) but besides that, just awesomeness.  #startrek",1
3519,I`m wishing I was outside instead of trapped in my office.,1
3520,FRIENDS COMING TONIGHT! Hopefully the weather will stay nice,1
3521,Watching Thomas The Train Engine makes me miss George Carlin,0
3522,DSi is the latest Nintendo DS with 2 cameras + stuff built in. We are a Gadget house. Luckily I get my blackberrys free from work,1
3523,"Kev, **** off! I`m stuck in Westgate working",0
3524,Worried about the reply after sending THE SMS to 78277.,0
3525,and I`m not getting another one ... There`s only 1 alfie,0
3526,Does anyone know how to scale a pic down I`m trying to change my pic but all my pics r 2 big n I keep cropping them...HELP,0
3527,thankyou  how is ur night?,1
3528,YEAYYY! good for you,1
3529,I`m awake. Anybody else awake? Wish I lived in the US since all the fun happens when I`m asleep!,1
3530,thanks to follow,1
3531,_benson You are an absolute legend! Love love love it,1
3532,Playing with my puppy,1
